"","V1","V2","V3","V4","V5","V6","V7"
"86",1300,0.01,0.696735146604938,0.644965277777778,0.611111111111111,0.678819444444444,0.290597430847275
"87",1300,0.1,0.829948519483025,0.751736111111111,0.630208333333333,0.873263888888889,0.519036909292522
"88",1300,1,0.795666353202161,0.720486111111111,0.598958333333333,0.842013888888889,0.454604741242416
"89",1300,10,0.723427854938273,0.671006944444444,0.598958333333333,0.743055555555556,0.345620949703434
"90",1300,100,0.718596281828704,0.668402777777778,0.583333333333333,0.753472222222222,0.341788804750651
"91",1200,0.01,0.695173852237655,0.641493055555556,0.604166666666667,0.678819444444444,0.28377796850699
"92",1200,0.1,0.829309534143518,0.754340277777778,0.722222222222222,0.786458333333333,0.509733293279739
"93",1200,1,0.804407190393519,0.725694444444444,0.734375,0.717013888888889,0.451456930421994
"94",1200,10,0.70142204378858,0.641493055555556,0.529513888888889,0.753472222222222,0.290361669185524
"95",1200,100,0.679536795910494,0.636284722222222,0.519097222222222,0.753472222222222,0.280379048326009
"96",1100,0.01,0.694209346064817,0.640625,0.527777777777778,0.753472222222222,0.288698970148015
"97",1100,0.1,0.82908046392747,0.756076388888889,0.779513888888889,0.732638888888889,0.512716374573608
"98",1100,1,0.807466483410494,0.732638888888889,0.732638888888889,0.732638888888889,0.465277777777778
"99",1100,10,0.710334683641976,0.654513888888889,0.727430555555556,0.581597222222222,0.312367242064141
"100",1100,100,0.651557074652777,0.619791666666667,0.463541666666667,0.776041666666667,0.252214816401245
"101",1000,0.01,0.692114559220679,0.640625,0.598958333333333,0.682291666666667,0.282231678377393
"102",1000,0.1,0.824502073688272,0.751736111111111,0.756944444444444,0.746527777777778,0.503499539561556
"103",1000,1,0.803132233796297,0.729166666666667,0.798611111111111,0.659722222222222,0.462818988598902
"104",1000,10,0.699767312885802,0.643229166666667,0.765625,0.520833333333333,0.295447104381681
"105",1000,100,0.632236810378087,0.605902777777778,0.663194444444444,0.548611111111111,0.213209832311321
"106",900,0.01,0.692301432291667,0.641493055555556,0.513888888888889,0.769097222222222,0.292677818731311
"107",900,0.1,0.827347366898149,0.754340277777778,0.786458333333333,0.722222222222222,0.509733293279739
"108",900,1,0.816496672453705,0.743923611111111,0.756944444444444,0.730902777777778,0.488012727693164
"109",900,10,0.718551070601852,0.667534722222222,0.729166666666667,0.605902777777778,0.337644344402452
"110",900,100,0.67137767650463,0.640625,0.737847222222222,0.543402777777778,0.286722520092978
"111",800,0.01,0.704225139853395,0.651041666666667,0.633680555555556,0.668402777777778,0.30226559893375
"112",800,0.1,0.807632257908952,0.743923611111111,0.717013888888889,0.770833333333333,0.488555293499273
"113",800,1,0.795621141975309,0.731770833333333,0.717013888888889,0.746527777777778,0.46374368719245
"114",800,10,0.718195408950618,0.671875,0.717013888888889,0.626736111111111,0.345159415521029
"115",800,100,0.689477237654322,0.638888888888889,0.565972222222222,0.711805555555556,0.280779543428441
"116",700,0.01,0.695942443094135,0.644097222222222,0.557291666666667,0.730902777777778,0.292638366359006
"117",700,0.1,0.806221667631172,0.739583333333333,0.706597222222222,0.772569444444444,0.480212829558415
"118",700,1,0.796236014660491,0.733506944444444,0.649305555555556,0.817708333333333,0.473780291908349
"119",700,10,0.739137249228395,0.684027777777778,0.690972222222222,0.677083333333333,0.368091059877787
"120",700,100,0.741777584876544,0.689236111111111,0.751736111111111,0.626736111111111,0.381464144055609
"121",600,0.01,0.709306881751544,0.65625,0.581597222222222,0.730902777777778,0.316042486769567
"122",600,0.1,0.800512996720678,0.735243055555556,0.633680555555556,0.836805555555556,0.480503251471022
"123",600,1,0.808180820794753,0.729166666666667,0.616319444444444,0.842013888888889,0.470472395796765
"124",600,10,0.769196686921296,0.6953125,0.685763888888889,0.704861111111111,0.390696250719459
"125",600,100,0.75974151234568,0.6953125,0.668402777777778,0.722222222222222,0.391191960986962
"126",500,0.01,0.770375192901235,0.697916666666667,0.637152777777778,0.758680555555556,0.398789146133272
"127",500,0.1,0.805510344328703,0.744791666666667,0.704861111111111,0.784722222222222,0.491152072734336
"128",500,1,0.813666449652777,0.744791666666667,0.821180555555556,0.668402777777778,0.495399036547116
"129",500,10,0.786865234375,0.721354166666667,0.713541666666667,0.729166666666667,0.442762384775246
"130",500,100,0.778121383101852,0.705729166666667,0.666666666666667,0.744791666666667,0.412719781915989
