"","V1","V2","V3","V4","V5","V6","V7"
"1",3000,0.01,0.694712697723766,0.645833333333333,0.555555555555556,0.736111111111111,0.296540370650815
"2",3000,0.1,0.807074652777779,0.747395833333333,0.755208333333333,0.739583333333333,0.494852077101745
"3",3000,1,0.771746600115741,0.715277777777778,0.703125,0.727430555555556,0.430682789438495
"4",3000,10,0.755781008873458,0.702256944444444,0.652777777777778,0.751736111111111,0.406509207697139
"5",3000,100,0.755781008873458,0.702256944444444,0.652777777777778,0.751736111111111,0.406509207697139
"6",2900,0.01,0.694293740354939,0.645833333333333,0.553819444444444,0.737847222222222,0.296734583828979
"7",2900,0.1,0.806761188271606,0.747395833333333,0.708333333333333,0.786458333333333,0.496308598506569
"8",2900,1,0.770423418209876,0.714409722222222,0.675347222222222,0.753472222222222,0.430134118705693
"9",2900,10,0.755518783757717,0.707465277777778,0.696180555555556,0.71875,0.415036274571997
"10",2900,100,0.755518783757717,0.707465277777778,0.696180555555556,0.71875,0.415036274571997
"11",2800,0.01,0.694155092592593,0.644097222222222,0.553819444444444,0.734375,0.293010128143067
"12",2800,0.1,0.809540171682099,0.749131944444444,0.727430555555556,0.770833333333333,0.498733868039343
"13",2800,1,0.773298852237654,0.71875,0.689236111111111,0.748263888888889,0.438264183484616
"14",2800,10,0.758092809606481,0.7109375,0.706597222222222,0.715277777777778,0.421890895470263
"15",2800,100,0.758092809606481,0.7109375,0.706597222222222,0.715277777777778,0.421890895470263
"16",2700,0.01,0.694236472800926,0.644097222222222,0.550347222222222,0.737847222222222,0.293397974038831
"17",2700,0.1,0.812427662037037,0.754340277777778,0.758680555555556,0.75,0.508699721698712
"18",2700,1,0.773817274305555,0.719618055555556,0.704861111111111,0.734375,0.439427538800336
"19",2700,10,0.758342978395061,0.7109375,0.711805555555556,0.710069444444444,0.421875635784315
"20",2700,100,0.758342978395061,0.7109375,0.711805555555556,0.710069444444444,0.421875635784315
"21",2600,0.01,0.694239486882717,0.644097222222222,0.550347222222222,0.737847222222222,0.293397974038831
"22",2600,0.1,0.810182171103394,0.750868055555556,0.756944444444444,0.744791666666667,0.501773165920691
"23",2600,1,0.777542679398147,0.720486111111111,0.696180555555556,0.744791666666667,0.44149416496054
"24",2600,10,0.761510778356482,0.713541666666667,0.680555555555556,0.746527777777778,0.428015782867283
"25",2600,100,0.761510778356482,0.713541666666667,0.680555555555556,0.746527777777778,0.428015782867283
"26",2500,0.01,0.694061656057099,0.643229166666667,0.555555555555556,0.730902777777778,0.290966376088896
"27",2500,0.1,0.807683497299382,0.748263888888889,0.736111111111111,0.760416666666667,0.496674507175039
"28",2500,1,0.77954402970679,0.723958333333333,0.654513888888889,0.793402777777778,0.452300375221654
"29",2500,10,0.760305145640432,0.706597222222222,0.701388888888889,0.711805555555556,0.413216863502243
"30",2500,100,0.760305145640432,0.706597222222222,0.701388888888889,0.711805555555556,0.413216863502243
"31",2400,0.01,0.693790388695989,0.641493055555556,0.539930555555556,0.743055555555556,0.289011180774083
"32",2400,0.1,0.806978202160492,0.745659722222222,0.729166666666667,0.762152777777778,0.491586961071386
"33",2400,1,0.780170958719136,0.717881944444444,0.666666666666667,0.769097222222222,0.438068057801137
"34",2400,10,0.760163483796296,0.703993055555556,0.692708333333333,0.715277777777778,0.408090060771628
"35",2400,100,0.760163483796296,0.703993055555556,0.692708333333333,0.715277777777778,0.408090060771628
"36",2300,0.01,0.693341290509261,0.642361111111111,0.585069444444444,0.699652777777778,0.286609938516857
"37",2300,0.1,0.808744454089504,0.745659722222222,0.71875,0.772569444444444,0.492032555374712
"38",2300,1,0.77614715952932,0.712673611111111,0.723958333333333,0.701388888888889,0.425455595272549
"39",2300,10,0.754732108410495,0.702256944444444,0.6875,0.717013888888889,0.40469018395446
"40",2300,100,0.754732108410495,0.702256944444444,0.6875,0.717013888888889,0.40469018395446
"41",2200,0.01,0.693612557870371,0.643229166666667,0.590277777777778,0.696180555555556,0.288078345107342
"42",2200,0.1,0.808961467978395,0.745659722222222,0.708333333333333,0.782986111111111,0.492694264340357
"43",2200,1,0.778362509645062,0.710069444444444,0.638888888888889,0.78125,0.424462125732714
"44",2200,10,0.75194709683642,0.690972222222222,0.595486111111111,0.786458333333333,0.389105764332829
"45",2200,100,0.75194709683642,0.690972222222222,0.595486111111111,0.786458333333333,0.389105764332829
"46",2100,0.01,0.693739149305556,0.643229166666667,0.592013888888889,0.694444444444444,0.287973026044572
"47",2100,0.1,0.808663073881173,0.748263888888889,0.723958333333333,0.772569444444444,0.497115477081552
"48",2100,1,0.776930820794754,0.7109375,0.668402777777778,0.753472222222222,0.423409850296699
"49",2100,10,0.751636646412038,0.6953125,0.604166666666667,0.786458333333333,0.397281652427516
"50",2100,100,0.751636646412038,0.6953125,0.604166666666667,0.786458333333333,0.397281652427516
"51",2000,0.01,0.694004388503087,0.644097222222222,0.588541666666667,0.699652777777778,0.289990065832004
"52",2000,0.1,0.810293692129629,0.748263888888889,0.715277777777778,0.78125,0.497611845122126
"53",2000,1,0.782160252700618,0.719618055555556,0.722222222222222,0.717013888888889,0.439242068753358
"54",2000,10,0.756257233796297,0.699652777777778,0.661458333333333,0.737847222222222,0.400475705488352
"55",2000,100,0.756257233796297,0.699652777777778,0.661458333333333,0.737847222222222,0.400475705488352
"56",1900,0.01,0.694152078510803,0.644097222222222,0.604166666666667,0.684027777777778,0.289117886786879
"57",1900,0.1,0.812138310185184,0.747395833333333,0.710069444444444,0.784722222222222,0.496176202604247
"58",1900,1,0.783549744405866,0.720486111111111,0.677083333333333,0.763888888888889,0.442643078789649
"59",1900,10,0.758053626543211,0.706597222222222,0.618055555555556,0.795138888888889,0.419829487976246
"60",1900,100,0.758053626543211,0.706597222222222,0.618055555555556,0.795138888888889,0.419829487976246
"61",1800,0.01,0.694088782793211,0.644097222222222,0.588541666666667,0.699652777777778,0.289990065832004
"62",1800,0.1,0.812102141203702,0.741319444444444,0.673611111111111,0.809027777777778,0.487125932734678
"63",1800,1,0.783706476658952,0.723090277777778,0.713541666666667,0.732638888888889,0.446261939710671
"64",1800,10,0.753484278549383,0.697048611111111,0.630208333333333,0.763888888888889,0.397666487923397
"65",1800,100,0.753484278549383,0.697048611111111,0.630208333333333,0.763888888888889,0.397666487923397
"66",1700,0.01,0.694097825038581,0.644965277777778,0.588541666666667,0.701388888888889,0.291794435937121
"67",1700,0.1,0.812641661844135,0.743923611111111,0.682291666666667,0.805555555555556,0.491596169829476
"68",1700,1,0.787027994791668,0.71875,0.663194444444444,0.774305555555556,0.440225883070271
"69",1700,10,0.756380811149692,0.699652777777778,0.579861111111111,0.819444444444444,0.411283867613077
"70",1700,100,0.756380811149692,0.699652777777778,0.579861111111111,0.819444444444444,0.411283867613077
"71",1600,0.01,0.693696952160494,0.644097222222222,0.592013888888889,0.696180555555556,0.289770839774533
"72",1600,0.1,0.812786337770062,0.743055555555556,0.774305555555556,0.711805555555556,0.487063337510672
"73",1600,1,0.78661807966821,0.722222222222222,0.680555555555556,0.763888888888889,0.445995738670448
"74",1600,10,0.756127628279321,0.699652777777778,0.597222222222222,0.802083333333333,0.407957913376636
"75",1600,100,0.756127628279321,0.699652777777778,0.597222222222222,0.802083333333333,0.407957913376636
"76",1500,0.01,0.69358844521605,0.643229166666667,0.555555555555556,0.730902777777778,0.290966376088896
"77",1500,0.1,0.813539858217593,0.744791666666667,0.623263888888889,0.866319444444444,0.504718649725832
"78",1500,1,0.789264443479939,0.723958333333333,0.670138888888889,0.777777777777778,0.450534244912654
"79",1500,10,0.758370105131172,0.698784722222222,0.611111111111111,0.786458333333333,0.40382606135974
"80",1500,100,0.758370105131172,0.698784722222222,0.611111111111111,0.786458333333333,0.40382606135974
"81",1400,0.01,0.694794077932099,0.646701388888889,0.550347222222222,0.743055555555556,0.299007347001555
"82",1400,0.1,0.818513093171296,0.747395833333333,0.673611111111111,0.821180555555556,0.500268760709191
"83",1400,1,0.786467375578704,0.717881944444444,0.630208333333333,0.805555555555556,0.442621578171593
"84",1400,10,0.745879750192901,0.684027777777778,0.611111111111111,0.756944444444444,0.372032895042684
"85",1400,100,0.745720003858026,0.688368055555556,0.649305555555556,0.727430555555556,0.37789110833658
