,V1,V2,V3,,
878,1030,1,84.24437299,,
879,1030,3,83.92282958,,
880,1030,10,84.24437299,,
881,1030,30,85.85209003,,
882,1030,100,86.17363344,,
883,1020,0.01,85.04823151,,
884,1020,0.03,84.40514469,,
885,1020,0.1,85.04823151,,
886,1020,0.3,85.04823151,,
887,1020,1,85.04823151,,
888,1020,3,85.53054662,,
889,1020,10,85.04823151,,
890,1020,30,85.20900322,,
891,1020,100,85.36977492,,
892,1010,0.01,88.10289389,,
893,1010,0.03,85.53054662,,
894,1010,0.1,86.65594855,,
895,1010,0.3,86.33440514,,
896,1010,1,86.65594855,,
897,1010,3,83.92282958,,
898,1010,10,85.20900322,,
899,1010,30,85.20900322,,
900,1010,100,86.01286174,,
901,1000,0.01,86.65594855,,
902,1000,0.03,85.53054662,,
903,1000,0.1,85.85209003,,
904,1000,0.3,84.88745981,,
905,1000,1,85.85209003,,
906,1000,3,85.04823151,,
907,1000,10,84.7266881,,
908,1000,30,86.01286174,,
909,1000,100,85.53054662,,
910,990,0.01,85.36977492,,
911,990,0.03,85.20900322,,
912,990,0.1,85.53054662,,
913,990,0.3,84.7266881,,
914,990,1,84.7266881,,
915,990,3,85.04823151,,
916,990,10,86.33440514,,
917,990,30,86.17363344,,
918,990,100,84.7266881,,
919,980,0.01,86.65594855,,
920,980,0.03,85.69131833,,
921,980,0.1,82.63665595,,
922,980,0.3,85.85209003,,
923,980,1,84.40514469,,
924,980,3,84.40514469,,
925,980,10,85.04823151,,
926,980,30,85.53054662,,
927,980,100,84.5659164,,
928,970,0.01,84.88745981,,
929,970,0.03,86.01286174,,
930,970,0.1,84.08360129,,
931,970,0.3,85.53054662,,
932,970,1,84.7266881,,
933,970,3,84.24437299,,
934,970,10,83.76205788,,
935,970,30,85.53054662,,
936,970,100,84.7266881,,
937,960,0.01,86.65594855,,
938,960,0.03,84.7266881,,
939,960,0.1,84.5659164,,
940,960,0.3,84.40514469,,
941,960,1,85.69131833,,
942,960,3,84.7266881,,
943,960,10,84.7266881,,
944,960,30,85.04823151,,
945,960,100,82.31511254,,
946,950,0.01,86.81672026,,
947,950,0.03,85.04823151,,
948,950,0.1,83.92282958,,
949,950,0.3,85.36977492,,
950,950,1,85.20900322,,
951,950,3,85.20900322,,
952,950,10,85.85209003,,
953,950,30,84.40514469,,
954,950,100,85.36977492,,
955,940,0.01,86.01286174,,
956,940,0.03,86.17363344,,
957,940,0.1,84.08360129,,
958,940,0.3,84.5659164,,
959,940,1,84.7266881,,
960,940,3,85.04823151,,
961,940,10,84.88745981,,
962,940,30,85.36977492,,
963,940,100,86.81672026,,
964,930,0.01,86.49517685,,
965,930,0.03,85.36977492,,
966,930,0.1,84.24437299,,
967,930,0.3,83.60128617,,
968,930,1,84.24437299,,
969,930,3,83.60128617,,
970,930,10,85.53054662,,
971,930,30,84.24437299,,
972,930,100,84.5659164,,
973,920,0.01,87.13826367,,
974,920,0.03,84.40514469,,
975,920,0.1,83.92282958,,
976,920,0.3,84.24437299,,
977,920,1,82.47588424,,
978,920,3,85.53054662,,
979,920,10,85.04823151,,
980,920,30,83.44051447,,
981,920,100,84.24437299,,
982,910,0.01,85.85209003,,
983,910,0.03,85.69131833,,
984,910,0.1,84.40514469,,
985,910,0.3,83.76205788,,
986,910,1,85.04823151,,
987,910,3,85.04823151,,
988,910,10,85.36977492,,
989,910,30,84.7266881,,
990,910,100,83.27974277,,
991,900,0.01,86.33440514,,
992,900,0.03,84.5659164,,
993,900,0.1,84.5659164,,
994,900,0.3,84.24437299,,
995,900,1,84.7266881,,
996,900,3,84.40514469,,
997,900,10,84.40514469,,
998,900,30,83.27974277,,
999,900,100,85.53054662,,
1000,890,0.01,86.01286174,,
1001,890,0.03,84.88745981,,
1002,890,0.1,84.7266881,,
1003,890,0.3,84.40514469,,
1004,890,1,84.08360129,,
1005,890,3,83.92282958,,
1006,890,10,84.40514469,,
1007,890,30,83.76205788,,
1008,890,100,83.11897106,,
1009,880,0.01,86.01286174,,
1010,880,0.03,84.88745981,,
1011,880,0.1,83.76205788,,
1012,880,0.3,85.20900322,,
1013,880,1,84.40514469,,
1014,880,3,83.92282958,,
1015,880,10,84.24437299,,
1016,880,30,85.36977492,,
1017,880,100,82.63665595,,
1018,870,0.01,86.33440514,,
1019,870,0.03,86.17363344,,
1020,870,0.1,83.44051447,,
1021,870,0.3,84.5659164,,
1022,870,1,86.01286174,,
1023,870,3,83.44051447,,
1024,870,10,83.76205788,,
1025,870,30,84.24437299,,
1026,870,100,83.92282958,,
1027,860,0.01,86.17363344,,
1028,860,0.03,85.69131833,,
1029,860,0.1,85.53054662,,
1030,860,0.3,85.20900322,,
1031,860,1,85.20900322,,
1032,860,3,85.36977492,,
1033,860,10,84.08360129,,
1034,860,30,85.53054662,,
1035,860,100,85.53054662,,
1036,850,0.01,87.13826367,,
1037,850,0.03,84.40514469,,
1038,850,0.1,85.36977492,,
1039,850,0.3,84.5659164,,
1040,850,1,84.08360129,,
1041,850,3,84.7266881,,
1042,850,10,83.92282958,,
1043,850,30,84.24437299,,
1044,850,100,84.88745981,,
1045,840,0.01,85.69131833,,
1046,840,0.03,84.40514469,,
1047,840,0.1,81.83279743,,
1048,840,0.3,82.95819936,,
1049,840,1,82.47588424,,
1050,840,3,83.60128617,,
1051,840,10,83.27974277,,
1052,840,30,82.15434084,,
1053,840,100,84.08360129,,
1054,830,0.01,87.13826367,,
1055,830,0.03,83.27974277,,
1056,830,0.1,82.47588424,,
1057,830,0.3,83.44051447,,
1058,830,1,82.47588424,,
1059,830,3,82.31511254,,
1060,830,10,83.27974277,,
1061,830,30,82.79742765,,
1062,830,100,82.31511254,,
1063,820,0.01,86.01286174,,
1064,820,0.03,84.7266881,,
1065,820,0.1,83.11897106,,
1066,820,0.3,84.08360129,,
1067,820,1,84.5659164,,
1068,820,3,84.5659164,,
1069,820,10,83.76205788,,
1070,820,30,82.95819936,,
1071,820,100,83.11897106,,
1072,810,0.01,86.65594855,,
1073,810,0.03,85.20900322,,
1074,810,0.1,82.47588424,,
1075,810,0.3,83.44051447,,
1076,810,1,82.31511254,,
1077,810,3,83.60128617,,
1078,810,10,82.95819936,,
1079,810,30,83.60128617,,
1080,810,100,83.92282958,,
1081,800,0.01,88.26366559,,
1082,800,0.03,84.40514469,,
1083,800,0.1,83.11897106,,
1084,800,0.3,83.60128617,,
1085,800,1,82.95819936,,
1086,800,3,83.60128617,,
1087,800,10,83.60128617,,
1088,800,30,81.18971061,,
1089,800,100,82.95819936,,
1090,790,0.01,86.33440514,,
1091,790,0.03,85.53054662,,
1092,790,0.1,82.31511254,,
1093,790,0.3,84.88745981,,
1094,790,1,82.63665595,,
1095,790,3,81.83279743,,
1096,790,10,82.95819936,,
1097,790,30,84.08360129,,
1098,790,100,82.95819936,,
1099,780,0.01,86.97749196,,
1100,780,0.03,84.08360129,,
1101,780,0.1,83.11897106,,
1102,780,0.3,83.11897106,,
1103,780,1,82.95819936,,
1104,780,3,82.95819936,,
1105,780,10,82.47588424,,
1106,780,30,84.40514469,,
1107,780,100,82.79742765,,
1108,770,0.01,87.78135048,,
1109,770,0.03,86.97749196,,
1110,770,0.1,82.31511254,,
1111,770,0.3,82.47588424,,
1112,770,1,82.79742765,,
1113,770,3,82.95819936,,
1114,770,10,81.83279743,,
1115,770,30,84.88745981,,
1116,770,100,81.67202572,,
1117,760,0.01,87.13826367,,
1118,760,0.03,85.36977492,,
1119,760,0.1,83.76205788,,
1120,760,0.3,83.27974277,,
1121,760,1,82.31511254,,
1122,760,3,83.44051447,,
1123,760,10,83.27974277,,
1124,760,30,83.92282958,,
1125,760,100,83.60128617,,
1126,750,0.01,88.4244373,,
1127,750,0.03,85.36977492,,
1128,750,0.1,82.63665595,,
1129,750,0.3,83.60128617,,
1130,750,1,83.92282958,,
1131,750,3,83.44051447,,
1132,750,10,83.11897106,,
1133,750,30,81.99356913,,
1134,750,100,81.99356913,,
1135,740,0.01,88.4244373,,
1136,740,0.03,85.85209003,,
1137,740,0.1,83.11897106,,
1138,740,0.3,83.92282958,,
1139,740,1,83.44051447,,
1140,740,3,82.15434084,,
1141,740,10,81.99356913,,
1142,740,30,82.79742765,,
1143,740,100,82.95819936,,
1144,730,0.01,86.49517685,,
1145,730,0.03,86.49517685,,
1146,730,0.1,82.47588424,,
1147,730,0.3,82.63665595,,
1148,730,1,84.88745981,,
1149,730,3,81.51125402,,
1150,730,10,80.8681672,,
1151,730,30,83.27974277,,
1152,730,100,82.79742765,,
1153,720,0.01,86.81672026,,
1154,720,0.03,86.49517685,,
1155,720,0.1,83.76205788,,
1156,720,0.3,82.47588424,,
1157,720,1,83.44051447,,
1158,720,3,84.24437299,,
1159,720,10,84.5659164,,
1160,720,30,82.47588424,,
1161,720,100,81.83279743,,
1162,710,0.01,86.49517685,,
1163,710,0.03,87.29903537,,
1164,710,0.1,82.95819936,,
1165,710,0.3,83.92282958,,
1166,710,1,83.27974277,,
1167,710,3,83.44051447,,
1168,710,10,84.24437299,,
1169,710,30,84.08360129,,
1170,710,100,81.83279743,,
1171,700,0.01,86.97749196,,
1172,700,0.03,87.45980707,,
1173,700,0.1,83.60128617,,
1174,700,0.3,84.08360129,,
1175,700,1,82.63665595,,
1176,700,3,83.44051447,,
1177,700,10,81.83279743,,
1178,700,30,81.99356913,,
1179,700,100,83.27974277,,
1180,690,0.01,87.45980707,,
1181,690,0.03,85.53054662,,
1182,690,0.1,83.60128617,,
1183,690,0.3,83.60128617,,
1184,690,1,82.79742765,,
1185,690,3,82.63665595,,
1186,690,10,82.47588424,,
1187,690,30,82.63665595,,
1188,690,100,81.99356913,,
1189,680,0.01,86.81672026,,
1190,680,0.03,85.69131833,,
1191,680,0.1,82.31511254,,
1192,680,0.3,82.79742765,,
1193,680,1,81.83279743,,
1194,680,3,82.31511254,,
1195,680,10,81.83279743,,
1196,680,30,82.31511254,,
1197,680,100,82.47588424,,
1198,670,0.01,88.10289389,,
1199,670,0.03,87.13826367,,
1200,670,0.1,82.95819936,,
1201,670,0.3,83.44051447,,
1202,670,1,81.02893891,,
1203,670,3,84.08360129,,
1204,670,10,81.51125402,,
1205,670,30,82.31511254,,
1206,670,100,83.11897106,,
1207,660,0.01,86.17363344,,
1208,660,0.03,86.81672026,,
1209,660,0.1,83.11897106,,
1210,660,0.3,82.63665595,,
1211,660,1,84.7266881,,
1212,660,3,82.47588424,,
1213,660,10,82.47588424,,
1214,660,30,83.44051447,,
1215,660,100,83.44051447,,
1216,650,0.01,87.29903537,,
1217,650,0.03,85.36977492,,
1218,650,0.1,83.11897106,,
1219,650,0.3,82.47588424,,
1220,650,1,82.31511254,,
1221,650,3,82.63665595,,
1222,650,10,83.11897106,,
1223,650,30,82.63665595,,
1224,650,100,84.40514469,,
1225,640,0.01,86.33440514,,
1226,640,0.03,85.36977492,,
1227,640,0.1,82.95819936,,
1228,640,0.3,84.24437299,,
1229,640,1,83.60128617,,
1230,640,3,82.47588424,,
1231,640,10,81.67202572,,
1232,640,30,82.95819936,,
1233,640,100,83.44051447,,
1234,630,0.01,87.29903537,,
1235,630,0.03,85.53054662,,
1236,630,0.1,85.04823151,,
1237,630,0.3,83.60128617,,
1238,630,1,83.92282958,,
1239,630,3,83.44051447,,
1240,630,10,84.08360129,,
1241,630,30,83.60128617,,
1242,630,100,83.11897106,,
1243,620,0.01,86.81672026,,
1244,620,0.03,85.53054662,,
1245,620,0.1,84.5659164,,
1246,620,0.3,84.5659164,,
1247,620,1,84.5659164,,
1248,620,3,82.95819936,,
1249,620,10,82.63665595,,
1250,620,30,82.15434084,,
1251,620,100,84.08360129,,
1252,610,0.01,87.13826367,,
1253,610,0.03,86.65594855,,
1254,610,0.1,83.92282958,,
1255,610,0.3,82.95819936,,
1256,610,1,82.79742765,,
1257,610,3,81.99356913,,
1258,610,10,82.79742765,,
1259,610,30,83.76205788,,
1260,610,100,82.15434084,,
1261,600,0.01,87.13826367,,
1262,600,0.03,86.81672026,,
1263,600,0.1,82.79742765,,
1264,600,0.3,84.5659164,,
1265,600,1,83.27974277,,
1266,600,3,83.27974277,,
1267,600,10,82.47588424,,
1268,600,30,83.44051447,,
1269,600,100,83.60128617,,
1270,590,0.01,87.62057878,,
1271,590,0.03,86.01286174,,
1272,590,0.1,83.92282958,,
1273,590,0.3,83.44051447,,
1274,590,1,84.08360129,,
1275,590,3,83.60128617,,
1276,590,10,84.08360129,,
1277,590,30,84.24437299,,
1278,590,100,82.79742765,,
1279,580,0.01,86.49517685,,
1280,580,0.03,86.65594855,,
1281,580,0.1,84.40514469,,
1282,580,0.3,82.47588424,,
1283,580,1,81.99356913,,
1284,580,3,83.11897106,,
1285,580,10,82.31511254,,
1286,580,30,83.92282958,,
1287,580,100,84.88745981,,
1288,570,0.01,86.81672026,,
1289,570,0.03,86.65594855,,
1290,570,0.1,83.92282958,,
1291,570,0.3,83.27974277,,
1292,570,1,83.11897106,,
1293,570,3,84.5659164,,
1294,570,10,82.95819936,,
1295,570,30,83.60128617,,
1296,570,100,83.60128617,,
1297,560,0.01,87.45980707,,
1298,560,0.03,86.01286174,,
1299,560,0.1,84.5659164,,
1300,560,0.3,83.76205788,,
1301,560,1,83.11897106,,
1302,560,3,82.63665595,,
1303,560,10,82.63665595,,
1304,560,30,82.63665595,,
1305,560,100,83.11897106,,
1306,550,0.01,86.33440514,,
1307,550,0.03,84.40514469,,
1308,550,0.1,83.76205788,,
1309,550,0.3,81.02893891,,
1310,550,1,82.31511254,,
1311,550,3,82.63665595,,
1312,550,10,83.92282958,,
1313,550,30,80.54662379,,
1314,550,100,84.40514469,,
1315,540,0.01,86.49517685,,
1316,540,0.03,85.04823151,,
1317,540,0.1,84.24437299,,
1318,540,0.3,82.31511254,,
1319,540,1,82.15434084,,
1320,540,3,81.51125402,,
1321,540,10,80.22508039,,
1322,540,30,81.51125402,,
1323,540,100,81.67202572,,
1324,530,0.01,86.33440514,,
1325,530,0.03,84.40514469,,
1326,530,0.1,82.95819936,,
1327,530,0.3,79.74276527,,
1328,530,1,80.8681672,,
1329,530,3,82.15434084,,
1330,530,10,82.15434084,,
1331,530,30,81.35048232,,
1332,530,100,79.42122186,,
1333,520,0.01,85.04823151,,
1334,520,0.03,84.24437299,,
1335,520,0.1,81.18971061,,
1336,520,0.3,81.18971061,,
1337,520,1,81.02893891,,
1338,520,3,80.54662379,,
1339,520,10,79.90353698,,
1340,520,30,79.90353698,,
1341,520,100,79.42122186,,
1342,510,0.01,86.49517685,,
1343,510,0.03,84.08360129,,
1344,510,0.1,82.95819936,,
1345,510,0.3,80.38585209,,
1346,510,1,80.06430868,,
1347,510,3,78.45659164,,
1348,510,10,80.7073955,,
1349,510,30,80.38585209,,
1350,510,100,80.38585209,,
1351,500,0.01,85.85209003,,
1352,500,0.03,85.36977492,,
1353,500,0.1,82.63665595,,
1354,500,0.3,81.67202572,,
1355,500,1,79.42122186,,
1356,500,3,79.58199357,,
1357,500,10,78.77813505,,
1358,500,30,80.06430868,,
1359,500,100,81.18971061,,
1360,490,0.01,86.01286174,,
1361,490,0.03,83.76205788,,
1362,490,0.1,82.31511254,,
1363,490,0.3,79.58199357,,
1364,490,1,81.83279743,,
1365,490,3,81.51125402,,
1366,490,10,81.51125402,,
1367,490,30,80.06430868,,
1368,490,100,81.35048232,,
1369,480,0.01,85.53054662,,
1370,480,0.03,82.79742765,,
1371,480,0.1,83.76205788,,
1372,480,0.3,81.18971061,,
1373,480,1,80.38585209,,
1374,480,3,81.18971061,,
1375,480,10,79.90353698,,
1376,480,30,79.74276527,,
1377,480,100,81.67202572,,
1378,470,0.01,86.33440514,,
1379,470,0.03,83.44051447,,
1380,470,0.1,83.76205788,,
1381,470,0.3,79.58199357,,
1382,470,1,81.35048232,,
1383,470,3,81.83279743,,
1384,470,10,79.90353698,,
1385,470,30,80.54662379,,
1386,470,100,80.06430868,,
1387,460,0.01,85.85209003,,
1388,460,0.03,83.44051447,,
1389,460,0.1,83.27974277,,
1390,460,0.3,81.83279743,,
1391,460,1,80.54662379,,
1392,460,3,79.90353698,,
1393,460,10,81.35048232,,
1394,460,30,80.54662379,,
1395,460,100,80.38585209,,
1396,450,0.01,84.40514469,,
1397,450,0.03,84.24437299,,
1398,450,0.1,82.95819936,,
1399,450,0.3,81.67202572,,
1400,450,1,83.27974277,,
1401,450,3,80.7073955,,
1402,450,10,81.51125402,,
1403,450,30,80.7073955,,
1404,450,100,79.26045016,,
1405,440,0.01,86.65594855,,
1406,440,0.03,84.88745981,,
1407,440,0.1,83.11897106,,
1408,440,0.3,81.02893891,,
1409,440,1,81.99356913,,
1410,440,3,78.45659164,,
1411,440,10,78.61736334,,
1412,440,30,80.8681672,,
1413,440,100,79.74276527,,
1414,430,0.01,86.01286174,,
1415,430,0.03,83.44051447,,
1416,430,0.1,84.08360129,,
1417,430,0.3,81.67202572,,
1418,430,1,79.09967846,,
1419,430,3,80.7073955,,
1420,430,10,81.67202572,,
1421,430,30,80.22508039,,
1422,430,100,80.8681672,,
1423,420,0.01,85.85209003,,
1424,420,0.03,84.24437299,,
1425,420,0.1,83.27974277,,
1426,420,0.3,82.31511254,,
1427,420,1,80.54662379,,
1428,420,3,80.7073955,,
1429,420,10,81.02893891,,
1430,420,30,80.8681672,,
1431,420,100,78.29581994,,
1432,410,0.01,85.85209003,,
1433,410,0.03,84.5659164,,
1434,410,0.1,83.92282958,,
1435,410,0.3,81.83279743,,
1436,410,1,80.7073955,,
1437,410,3,79.58199357,,
1438,410,10,80.7073955,,
1439,410,30,78.61736334,,
1440,410,100,79.90353698,,
1441,400,0.01,86.01286174,,
1442,400,0.03,85.69131833,,
1443,400,0.1,84.24437299,,
1444,400,0.3,80.8681672,,
1445,400,1,81.18971061,,
1446,400,3,79.58199357,,
1447,400,10,80.22508039,,
1448,400,30,81.67202572,,
1449,400,100,79.26045016,,
1450,390,0.01,85.36977492,,
1451,390,0.03,86.01286174,,
1452,390,0.1,84.24437299,,
1453,390,0.3,81.51125402,,
1454,390,1,80.22508039,,
1455,390,3,78.61736334,,
1456,390,10,79.26045016,,
1457,390,30,80.7073955,,
1458,390,100,79.42122186,,
1459,380,0.01,86.01286174,,
1460,380,0.03,84.24437299,,
1461,380,0.1,83.11897106,,
1462,380,0.3,81.02893891,,
1463,380,1,80.54662379,,
1464,380,3,79.42122186,,
1465,380,10,79.26045016,,
1466,380,30,80.22508039,,
1467,380,100,80.8681672,,
1468,370,0.01,86.49517685,,
1469,370,0.03,85.36977492,,
1470,370,0.1,83.60128617,,
1471,370,0.3,82.15434084,,
1472,370,1,81.67202572,,
1473,370,3,80.8681672,,
1474,370,10,80.54662379,,
1475,370,30,79.58199357,,
1476,370,100,78.45659164,,
1477,360,0.01,85.69131833,,
1478,360,0.03,84.24437299,,
1479,360,0.1,84.24437299,,
1480,360,0.3,82.31511254,,
1481,360,1,81.99356913,,
1482,360,3,78.13504823,,
1483,360,10,78.93890675,,
1484,360,30,80.7073955,,
1485,360,100,79.26045016,,
1486,350,0.01,85.36977492,,
1487,350,0.03,85.53054662,,
1488,350,0.1,84.5659164,,
1489,350,0.3,82.95819936,,
1490,350,1,81.83279743,,
1491,350,3,79.90353698,,
1492,350,10,78.45659164,,
1493,350,30,79.09967846,,
1494,350,100,80.22508039,,
1495,340,0.01,85.85209003,,
1496,340,0.03,85.69131833,,
1497,340,0.1,83.44051447,,
1498,340,0.3,83.27974277,,
1499,340,1,81.18971061,,
1500,340,3,78.93890675,,
1501,340,10,81.99356913,,
1502,340,30,79.42122186,,
1503,340,100,79.74276527,,
1504,330,0.01,85.85209003,,
1505,330,0.03,85.04823151,,
1506,330,0.1,85.53054662,,
1507,330,0.3,83.11897106,,
1508,330,1,83.92282958,,
1509,330,3,80.7073955,,
1510,330,10,78.93890675,,
1511,330,30,79.26045016,,
1512,330,100,76.8488746,,
1513,320,0.01,86.17363344,,
1514,320,0.03,85.36977492,,
1515,320,0.1,85.04823151,,
1516,320,0.3,82.47588424,,
1517,320,1,80.8681672,,
1518,320,3,81.83279743,,
1519,320,10,80.54662379,,
1520,320,30,79.58199357,,
1521,320,100,79.74276527,,
1522,310,0.01,86.17363344,,
1523,310,0.03,85.36977492,,
1524,310,0.1,84.40514469,,
1525,310,0.3,83.60128617,,
1526,310,1,81.67202572,,
1527,310,3,80.38585209,,
1528,310,10,80.06430868,,
1529,310,30,78.13504823,,
1530,310,100,77.65273312,,
1531,300,0.01,86.01286174,,
1532,300,0.03,84.88745981,,
1533,300,0.1,84.5659164,,
1534,300,0.3,83.60128617,,
1535,300,1,80.38585209,,
1536,300,3,79.74276527,,
1537,300,10,80.22508039,,
1538,300,30,79.42122186,,
1539,300,100,78.61736334,,
1540,290,0.01,85.36977492,,
1541,290,0.03,85.20900322,,
1542,290,0.1,83.44051447,,
1543,290,0.3,83.44051447,,
1544,290,1,81.51125402,,
1545,290,3,79.42122186,,
1546,290,10,80.06430868,,
1547,290,30,79.58199357,,
1548,290,100,78.77813505,,
1549,280,0.01,85.53054662,,
1550,280,0.03,84.08360129,,
1551,280,0.1,84.24437299,,
1552,280,0.3,82.95819936,,
1553,280,1,80.38585209,,
1554,280,3,81.67202572,,
1555,280,10,79.74276527,,
1556,280,30,80.38585209,,
1557,280,100,80.22508039,,
1558,270,0.01,84.40514469,,
1559,270,0.03,85.04823151,,
1560,270,0.1,84.88745981,,
1561,270,0.3,82.47588424,,
1562,270,1,80.22508039,,
1563,270,3,79.90353698,,
1564,270,10,80.22508039,,
1565,270,30,79.42122186,,
1566,270,100,79.58199357,,
1567,260,0.01,85.53054662,,
1568,260,0.03,83.44051447,,
1569,260,0.1,83.76205788,,
1570,260,0.3,83.11897106,,
1571,260,1,81.99356913,,
1572,260,3,81.02893891,,
1573,260,10,77.81350482,,
1574,260,30,80.38585209,,
1575,260,100,78.13504823,,
1576,250,0.01,84.88745981,,
1577,250,0.03,85.04823151,,
1578,250,0.1,84.5659164,,
1579,250,0.3,83.44051447,,
1580,250,1,81.99356913,,
1581,250,3,80.54662379,,
1582,250,10,80.06430868,,
1583,250,30,80.38585209,,
1584,250,100,80.54662379,,
1585,240,0.01,84.24437299,,
1586,240,0.03,85.20900322,,
1587,240,0.1,83.92282958,,
1588,240,0.3,83.27974277,,
1589,240,1,81.67202572,,
1590,240,3,78.45659164,,
1591,240,10,78.77813505,,
1592,240,30,79.26045016,,
1593,240,100,79.58199357,,
1594,230,0.01,84.24437299,,
1595,230,0.03,83.76205788,,
1596,230,0.1,83.11897106,,
1597,230,0.3,80.7073955,,
1598,230,1,78.77813505,,
1599,230,3,81.02893891,,
1600,230,10,80.38585209,,
1601,230,30,79.58199357,,
1602,230,100,78.29581994,,
1603,220,0.01,85.04823151,,
1604,220,0.03,85.20900322,,
1605,220,0.1,83.11897106,,
1606,220,0.3,82.79742765,,
1607,220,1,80.7073955,,
1608,220,3,79.74276527,,
1609,220,10,79.26045016,,
1610,220,30,78.77813505,,
1611,220,100,80.7073955,,
1612,210,0.01,85.69131833,,
1613,210,0.03,84.88745981,,
1614,210,0.1,82.47588424,,
1615,210,0.3,82.47588424,,
1616,210,1,81.99356913,,
1617,210,3,78.61736334,,
1618,210,10,80.22508039,,
1619,210,30,79.90353698,,
1620,210,100,80.38585209,,
1621,200,0.01,84.7266881,,
1622,200,0.03,85.20900322,,
1623,200,0.1,83.76205788,,
1624,200,0.3,82.15434084,,
1625,200,1,81.67202572,,
1626,200,3,80.8681672,,
1627,200,10,80.06430868,,
1628,200,30,79.42122186,,
1629,200,100,80.7073955,,
1630,190,0.01,85.04823151,,
1631,190,0.03,83.92282958,,
1632,190,0.1,84.08360129,,
1633,190,0.3,82.63665595,,
1634,190,1,82.31511254,,
1635,190,3,81.99356913,,
1636,190,10,81.67202572,,
1637,190,30,81.18971061,,
1638,190,100,80.22508039,,
1639,180,0.01,84.5659164,,
1640,180,0.03,84.7266881,,
1641,180,0.1,82.95819936,,
1642,180,0.3,82.63665595,,
1643,180,1,80.7073955,,
1644,180,3,81.67202572,,
1645,180,10,81.02893891,,
1646,180,30,79.42122186,,
1647,180,100,80.7073955,,
1648,170,0.01,85.04823151,,
1649,170,0.03,83.92282958,,
1650,170,0.1,83.11897106,,
1651,170,0.3,83.27974277,,
1652,170,1,81.35048232,,
1653,170,3,81.35048232,,
1654,170,10,81.18971061,,
1655,170,30,80.38585209,,
1656,170,100,80.8681672,,
1657,160,0.01,84.08360129,,
1658,160,0.03,82.79742765,,
1659,160,0.1,83.44051447,,
1660,160,0.3,81.18971061,,
1661,160,1,81.02893891,,
1662,160,3,80.8681672,,
1663,160,10,81.83279743,,
1664,160,30,81.51125402,,
1665,160,100,80.06430868,,
1666,150,0.01,83.11897106,,
1667,150,0.03,81.67202572,,
1668,150,0.1,81.83279743,,
1669,150,0.3,82.15434084,,
1670,150,1,80.8681672,,
1671,150,3,79.74276527,,
1672,150,10,81.35048232,,
1673,150,30,80.7073955,,
1674,150,100,78.45659164,,
1675,140,0.01,81.18971061,,
1676,140,0.03,81.02893891,,
1677,140,0.1,80.54662379,,
1678,140,0.3,81.02893891,,
1679,140,1,81.02893891,,
1680,140,3,80.8681672,,
1681,140,10,79.26045016,,
1682,140,30,81.67202572,,
1683,140,100,78.29581994,,
1684,130,0.01,80.8681672,,
1685,130,0.03,80.06430868,,
1686,130,0.1,78.93890675,,
1687,130,0.3,79.09967846,,
1688,130,1,78.13504823,,
1689,130,3,79.74276527,,
1690,130,10,79.42122186,,
1691,130,30,79.09967846,,
1692,130,100,77.49196141,,
1693,120,0.01,81.83279743,,
1694,120,0.03,79.74276527,,
1695,120,0.1,79.09967846,,
1696,120,0.3,79.09967846,,
1697,120,1,79.42122186,,
1698,120,3,79.42122186,,
1699,120,10,78.77813505,,
1700,120,30,77.81350482,,
1701,120,100,78.45659164,,
1702,110,0.01,81.18971061,,
1703,110,0.03,79.90353698,,
1704,110,0.1,79.90353698,,
1705,110,0.3,79.09967846,,
1706,110,1,79.74276527,,
1707,110,3,78.77813505,,
1708,110,10,79.26045016,,
1709,110,30,79.42122186,,
1710,110,100,80.06430868,,
1711,100,0.01,81.35048232,,
1712,100,0.03,81.51125402,,
1713,100,0.1,80.38585209,,
1714,100,0.3,79.26045016,,
1715,100,1,79.90353698,,
1716,100,3,80.38585209,,
1717,100,10,79.74276527,,
1718,100,30,79.42122186,,
1719,100,100,78.61736334,,
1720,90,0.01,81.51125402,,
1721,90,0.03,79.90353698,,
1722,90,0.1,80.38585209,,
1723,90,0.3,79.74276527,,
1724,90,1,81.35048232,,
1725,90,3,79.90353698,,
1726,90,10,80.22508039,,
1727,90,30,79.58199357,,
1728,90,100,80.22508039,,
1729,80,0.01,81.83279743,,
1730,80,0.03,80.7073955,,
1731,80,0.1,80.06430868,,
1732,80,0.3,80.22508039,,
1733,80,1,79.42122186,,
1734,80,3,79.09967846,,
1735,80,10,79.74276527,,
1736,80,30,79.26045016,,
1737,80,100,79.90353698,,
1738,70,0.01,80.22508039,,
1739,70,0.03,80.06430868,,
1740,70,0.1,79.09967846,,
1741,70,0.3,79.58199357,,
1742,70,1,79.58199357,,
1743,70,3,79.26045016,,
1744,70,10,79.09967846,,
1745,70,30,78.45659164,,
1746,70,100,78.29581994,,
1747,60,0.01,78.45659164,,
1748,60,0.03,79.26045016,,
1749,60,0.1,77.0096463,,
1750,60,0.3,78.13504823,,
1751,60,1,76.04501608,,
1752,60,3,77.97427653,,
1753,60,10,78.45659164,,
1754,60,30,78.29581994,,
1755,60,100,76.68810289,,
1756,50,0.01,78.13504823,,
1757,50,0.03,79.26045016,,
1758,50,0.1,78.45659164,,
1759,50,0.3,79.58199357,,
1760,50,1,78.93890675,,
1761,50,3,78.77813505,,
1762,50,10,78.61736334,,
1763,50,30,79.26045016,,
